# Valeurs d'achat et de service du point, régime par régime
# source_id: agirc_arrco_valeurs_point (Agirc depuis 1947, Arrco et UNIRS),
#            cdc_ircantec (Ircantec 1971-2021), openfisca_points (le reste)
#
# mesure :
#   salaire_reference : prix d'achat du point, en euros courants de l'année.
#                       cotisation / (taux_appel × salaire_reference) = points acquis
#   valeur_service    : rente annuelle servie par un point, euros courants
#   taux_appel        : écart entre ce qui est prélevé et ce qui ouvre des
#                       droits. 1,25 depuis 1995 : cotiser 125 € n'acquiert
#                       que 100 € de points.
#
# Règle annuelle : valeur en vigueur au 31 décembre de l'année. Le salaire
# de référence change au 1er janvier, la valeur de service au 1er avril
# autrefois et au 1er novembre aujourd'hui.
#
# fiabilite :
#   certifiee : barème lu chez celui qui l'a décidé — la fédération
#               Agirc-Arrco pour l'Agirc, l'Arrco, l'UNIRS et le régime unifié,
#               la Caisse des dépôts pour l'Ircantec, la CNBF pour les avocats,
#               la CNAVPL pour les libéraux, le code rural pour la MSA
#   haute     : transcription OpenFisca du texte de la circulaire
#   moyenne   : valeurs de l'UNIRS tenant lieu de point Arrco avant son
#               unification de 1999 — la valeur est celle du producteur, mais
#               la SUBSTITUTION est une décision du dépôt, qu'aucune source ne
#               porte —, ou valeur saisie depuis le texte légal
#
# Repère de contrôle : Agirc-Arrco 2025, salaire de référence 20,1877 €,
# valeur de service 1,4386 €, taux d'appel 1,27 — soit un rendement
# instantané de 5,61 %, la valeur que publie le régime.
#
# Fichier écrit par scripts/verifier_donnees.py --appliquer : ne pas
# modifier à la main.
regime,annee,mesure,valeur,fiabilite
ipacte,1965,salaire_reference,0.277000,haute
ipacte,1965,valeur_service,0.045730,haute
ipacte,1966,salaire_reference,0.288000,haute
ipacte,1966,valeur_service,0.046650,haute
ipacte,1967,salaire_reference,0.300000,haute
ipacte,1967,valeur_service,0.048780,haute
ipacte,1968,salaire_reference,0.345000,haute
ipacte,1968,valeur_service,0.052140,haute
ipacte,1969,salaire_reference,0.369000,haute
ipacte,1969,valeur_service,0.055640,haute
ipacte,1970,salaire_reference,0.395000,haute
ipacte,1970,valeur_service,0.059760,haute
ipacte,1971,valeur_service,0.064490,haute
ipacte,1972,valeur_service,0.069820,haute
ipacte,1973,valeur_service,0.075770,haute
ipacte,1974,valeur_service,0.088120,haute
ipacte,1975,valeur_service,0.100460,haute
ipacte,1976,valeur_service,0.114030,haute
ipacte,1977,valeur_service,0.126990,haute
ipacte,1978,valeur_service,0.139190,haute
ipacte,1979,valeur_service,0.154280,haute
ipacte,1980,valeur_service,0.176230,haute
ipacte,1981,valeur_service,0.197880,haute
ipacte,1982,valeur_service,0.228370,haute
ipacte,1983,valeur_service,0.250930,haute
ipacte,1984,valeur_service,0.264960,haute
ipacte,1985,valeur_service,0.278680,haute
ipacte,1986,valeur_service,0.284770,haute
ipacte,1987,valeur_service,0.289350,haute
ipacte,1988,valeur_service,0.294230,haute
ipacte,1989,valeur_service,0.304140,haute
ipacte,1990,valeur_service,0.313740,haute
ipacte,1991,valeur_service,0.319230,haute
ipacte,1992,valeur_service,0.329440,haute
ipacte,1993,valeur_service,0.339660,haute
ipacte,1994,valeur_service,0.343620,haute
ipacte,1995,valeur_service,0.351700,haute
ipacte,1996,valeur_service,0.356580,haute
ipacte,1997,valeur_service,0.358410,haute
ipacte,1998,valeur_service,0.364660,haute
ipacte,1999,valeur_service,0.372890,haute
ipacte,2000,valeur_service,0.378990,haute
ipacte,2001,valeur_service,0.391180,haute
ipacte,2002,valeur_service,0.400210,haute
ipacte,2003,valeur_service,0.403010,haute
ipacte,2004,valeur_service,0.409390,haute
ipacte,2005,valeur_service,0.417580,haute
ipacte,2006,valeur_service,0.425100,haute
ipacte,2007,valeur_service,0.432750,haute
ipacte,2008,valeur_service,0.441010,haute
ipacte,2009,valeur_service,0.445420,haute
ipacte,2010,valeur_service,0.449430,haute
ipacte,2011,valeur_service,0.458870,haute
ipacte,2012,valeur_service,0.468510,haute
ipacte,2013,valeur_service,0.474600,haute
ipacte,2014,valeur_service,0.474600,haute
ipacte,2015,valeur_service,0.475070,haute
ipacte,2016,valeur_service,0.475070,haute
ipacte,2017,valeur_service,0.478870,haute
ipacte,2018,valeur_service,0.478870,haute
ipacte,2019,valeur_service,0.480310,haute
ipacte,2020,valeur_service,0.485110,haute
ipacte,2021,valeur_service,0.487050,haute
ipacte,2022,valeur_service,0.492410,haute
ircantec,1949,valeur_service,0.009150,haute
ircantec,1950,valeur_service,0.012200,haute
ircantec,1951,valeur_service,0.016770,haute
ircantec,1952,valeur_service,0.019060,haute
ircantec,1953,valeur_service,0.019060,haute
ircantec,1954,valeur_service,0.019060,haute
ircantec,1955,valeur_service,0.019820,haute
ircantec,1956,valeur_service,0.021340,haute
ircantec,1957,valeur_service,0.022870,haute
ircantec,1958,valeur_service,0.027440,haute
ircantec,1959,valeur_service,0.030490,haute
ircantec,1960,valeur_service,0.033540,haute
ircantec,1961,valeur_service,0.033540,haute
ircantec,1962,valeur_service,0.035060,haute
ircantec,1963,valeur_service,0.038870,haute
ircantec,1964,valeur_service,0.042690,haute
ircantec,1965,valeur_service,0.045730,haute
ircantec,1966,valeur_service,0.046650,haute
ircantec,1967,valeur_service,0.048780,haute
ircantec,1968,valeur_service,0.052140,haute
ircantec,1969,valeur_service,0.055640,haute
ircantec,1970,valeur_service,0.059760,haute
ircantec,1971,salaire_reference,0.421000,certifiee
ircantec,1971,taux_appel,0.600000,certifiee
ircantec,1971,valeur_service,0.064490,certifiee
ircantec,1972,salaire_reference,0.454000,certifiee
ircantec,1972,taux_appel,0.600000,certifiee
ircantec,1972,valeur_service,0.069820,certifiee
ircantec,1973,salaire_reference,0.495000,certifiee
ircantec,1973,taux_appel,0.600000,certifiee
ircantec,1973,valeur_service,0.075770,certifiee
ircantec,1974,salaire_reference,0.566000,certifiee
ircantec,1974,taux_appel,0.600000,certifiee
ircantec,1974,valeur_service,0.088120,certifiee
ircantec,1975,salaire_reference,0.642000,certifiee
ircantec,1975,taux_appel,0.600000,certifiee
ircantec,1975,valeur_service,0.100460,certifiee
ircantec,1976,salaire_reference,0.741000,certifiee
ircantec,1976,taux_appel,0.600000,certifiee
ircantec,1976,valeur_service,0.114030,certifiee
ircantec,1977,salaire_reference,0.825000,certifiee
ircantec,1977,taux_appel,0.600000,certifiee
ircantec,1977,valeur_service,0.126990,certifiee
ircantec,1978,salaire_reference,0.902000,certifiee
ircantec,1978,taux_appel,0.600000,certifiee
ircantec,1978,valeur_service,0.139190,certifiee
ircantec,1979,salaire_reference,1.005000,certifiee
ircantec,1979,taux_appel,0.600000,certifiee
ircantec,1979,valeur_service,0.154280,certifiee
ircantec,1980,salaire_reference,1.133000,certifiee
ircantec,1980,taux_appel,0.600000,certifiee
ircantec,1980,valeur_service,0.176230,certifiee
ircantec,1981,salaire_reference,1.276000,certifiee
ircantec,1981,taux_appel,0.600000,certifiee
ircantec,1981,valeur_service,0.197880,certifiee
ircantec,1982,salaire_reference,1.470000,certifiee
ircantec,1982,taux_appel,0.600000,certifiee
ircantec,1982,valeur_service,0.228370,certifiee
ircantec,1983,salaire_reference,1.624000,certifiee
ircantec,1983,taux_appel,0.800000,certifiee
ircantec,1983,valeur_service,0.250930,certifiee
ircantec,1984,salaire_reference,1.738000,certifiee
ircantec,1984,taux_appel,0.800000,certifiee
ircantec,1984,valeur_service,0.264960,certifiee
ircantec,1985,salaire_reference,1.825000,certifiee
ircantec,1985,taux_appel,0.800000,certifiee
ircantec,1985,valeur_service,0.278680,certifiee
ircantec,1986,salaire_reference,1.886000,certifiee
ircantec,1986,taux_appel,0.800000,certifiee
ircantec,1986,valeur_service,0.284770,certifiee
ircantec,1987,salaire_reference,1.904000,certifiee
ircantec,1987,taux_appel,0.800000,certifiee
ircantec,1987,valeur_service,0.289350,certifiee
ircantec,1988,salaire_reference,1.941000,certifiee
ircantec,1988,taux_appel,1.000000,certifiee
ircantec,1988,valeur_service,0.294230,certifiee
ircantec,1989,salaire_reference,2.003000,certifiee
ircantec,1989,taux_appel,1.090000,certifiee
ircantec,1989,valeur_service,0.304140,certifiee
ircantec,1990,salaire_reference,2.063000,certifiee
ircantec,1990,taux_appel,1.090000,certifiee
ircantec,1990,valeur_service,0.313740,certifiee
ircantec,1991,salaire_reference,2.107000,certifiee
ircantec,1991,taux_appel,1.173000,certifiee
ircantec,1991,valeur_service,0.319230,certifiee
ircantec,1992,salaire_reference,2.172000,certifiee
ircantec,1992,taux_appel,1.250000,certifiee
ircantec,1992,valeur_service,0.329440,certifiee
ircantec,1993,salaire_reference,2.238000,certifiee
ircantec,1993,taux_appel,1.250000,certifiee
ircantec,1993,valeur_service,0.339660,certifiee
ircantec,1994,salaire_reference,2.268000,certifiee
ircantec,1994,taux_appel,1.250000,certifiee
ircantec,1994,valeur_service,0.343620,certifiee
ircantec,1995,salaire_reference,2.314000,certifiee
ircantec,1995,taux_appel,1.250000,certifiee
ircantec,1995,valeur_service,0.351700,certifiee
ircantec,1996,salaire_reference,2.358000,certifiee
ircantec,1996,taux_appel,1.250000,certifiee
ircantec,1996,valeur_service,0.356580,certifiee
ircantec,1997,salaire_reference,2.368000,certifiee
ircantec,1997,taux_appel,1.250000,certifiee
ircantec,1997,valeur_service,0.358410,certifiee
ircantec,1998,salaire_reference,2.400000,certifiee
ircantec,1998,taux_appel,1.250000,certifiee
ircantec,1998,valeur_service,0.364660,certifiee
ircantec,1999,salaire_reference,2.451000,certifiee
ircantec,1999,taux_appel,1.250000,certifiee
ircantec,1999,valeur_service,0.372890,certifiee
ircantec,2000,salaire_reference,2.503000,certifiee
ircantec,2000,taux_appel,1.250000,certifiee
ircantec,2000,valeur_service,0.378990,certifiee
ircantec,2001,salaire_reference,2.552000,certifiee
ircantec,2001,taux_appel,1.250000,certifiee
ircantec,2001,valeur_service,0.391180,certifiee
ircantec,2002,salaire_reference,2.640000,certifiee
ircantec,2002,taux_appel,1.250000,certifiee
ircantec,2002,valeur_service,0.400210,certifiee
ircantec,2003,salaire_reference,2.664000,certifiee
ircantec,2003,taux_appel,1.250000,certifiee
ircantec,2003,valeur_service,0.403010,certifiee
ircantec,2004,salaire_reference,2.709000,certifiee
ircantec,2004,taux_appel,1.250000,certifiee
ircantec,2004,valeur_service,0.409390,certifiee
ircantec,2005,salaire_reference,2.763000,certifiee
ircantec,2005,taux_appel,1.250000,certifiee
ircantec,2005,valeur_service,0.417580,certifiee
ircantec,2006,salaire_reference,2.813000,certifiee
ircantec,2006,taux_appel,1.250000,certifiee
ircantec,2006,valeur_service,0.425100,certifiee
ircantec,2007,salaire_reference,2.864000,certifiee
ircantec,2007,taux_appel,1.250000,certifiee
ircantec,2007,valeur_service,0.432750,certifiee
ircantec,2008,salaire_reference,2.896000,certifiee
ircantec,2008,taux_appel,1.250000,certifiee
ircantec,2008,valeur_service,0.441010,certifiee
ircantec,2009,salaire_reference,3.126000,certifiee
ircantec,2009,taux_appel,1.250000,certifiee
ircantec,2009,valeur_service,0.445420,certifiee
ircantec,2010,salaire_reference,3.345000,certifiee
ircantec,2010,taux_appel,1.250000,certifiee
ircantec,2010,valeur_service,0.449430,certifiee
ircantec,2011,salaire_reference,3.617000,certifiee
ircantec,2011,taux_appel,1.250000,certifiee
ircantec,2011,valeur_service,0.458870,certifiee
ircantec,2012,salaire_reference,3.904000,certifiee
ircantec,2012,taux_appel,1.250000,certifiee
ircantec,2012,valeur_service,0.468510,certifiee
ircantec,2013,salaire_reference,4.172000,certifiee
ircantec,2013,taux_appel,1.250000,certifiee
ircantec,2013,valeur_service,0.474600,certifiee
ircantec,2014,salaire_reference,4.415000,certifiee
ircantec,2014,taux_appel,1.250000,certifiee
ircantec,2014,valeur_service,0.474600,certifiee
ircantec,2015,salaire_reference,4.616000,certifiee
ircantec,2015,taux_appel,1.250000,certifiee
ircantec,2015,valeur_service,0.475070,certifiee
ircantec,2016,salaire_reference,4.766000,certifiee
ircantec,2016,taux_appel,1.250000,certifiee
ircantec,2016,valeur_service,0.475070,certifiee
ircantec,2017,salaire_reference,4.904000,certifiee
ircantec,2017,taux_appel,1.250000,certifiee
ircantec,2017,valeur_service,0.478870,certifiee
ircantec,2018,salaire_reference,4.943000,certifiee
ircantec,2018,taux_appel,1.250000,certifiee
ircantec,2018,valeur_service,0.478870,certifiee
ircantec,2019,salaire_reference,4.958000,certifiee
ircantec,2019,taux_appel,1.250000,certifiee
ircantec,2019,valeur_service,0.480310,certifiee
ircantec,2020,salaire_reference,5.008000,certifiee
ircantec,2020,taux_appel,1.250000,certifiee
ircantec,2020,valeur_service,0.485110,certifiee
ircantec,2021,salaire_reference,5.028000,certifiee
ircantec,2021,taux_appel,1.250000,certifiee
ircantec,2021,valeur_service,0.487050,certifiee
ircantec,2022,salaire_reference,5.083000,haute
ircantec,2022,valeur_service,0.492410,haute
msa_rco,2005,valeur_service,0.297200,certifiee
msa_rco,2006,valeur_service,0.302300,certifiee
msa_rco,2007,valeur_service,0.307700,certifiee
msa_rco,2008,valeur_service,0.311900,certifiee
msa_rco,2009,valeur_service,0.315900,certifiee
msa_rco,2010,valeur_service,0.318800,certifiee
msa_rco,2011,valeur_service,0.324500,certifiee
msa_rco,2012,valeur_service,0.331300,certifiee
msa_rco,2013,valeur_service,0.336200,certifiee
msa_rco,2014,valeur_service,0.336200,certifiee
msa_rco,2015,valeur_service,0.336200,certifiee
msa_rco,2016,valeur_service,0.336200,certifiee
msa_rco,2017,valeur_service,0.336200,certifiee
msa_rco,2018,valeur_service,0.338200,certifiee
msa_rco,2019,valeur_service,0.339200,certifiee
msa_rco,2020,valeur_service,0.342500,certifiee
msa_rco,2021,valeur_service,0.343800,certifiee
msa_rco,2022,valeur_service,0.361400,certifiee
msa_rco,2023,valeur_service,0.364200,certifiee
msa_rco,2024,valeur_service,0.383500,certifiee
rafp,2005,salaire_reference,1.000000,haute
rafp,2005,valeur_service,0.040000,haute
rafp,2006,salaire_reference,1.017000,haute
rafp,2006,valeur_service,0.040800,haute
rafp,2007,salaire_reference,1.030220,haute
rafp,2007,valeur_service,0.041530,haute
rafp,2008,salaire_reference,1.035370,haute
rafp,2008,valeur_service,0.042190,haute
rafp,2009,salaire_reference,1.045720,haute
rafp,2009,valeur_service,0.042610,haute
rafp,2010,salaire_reference,1.050950,haute
rafp,2010,valeur_service,0.042830,haute
rafp,2011,salaire_reference,1.056200,haute
rafp,2011,valeur_service,0.043040,haute
rafp,2012,salaire_reference,1.074200,haute
rafp,2012,valeur_service,0.043780,haute
rafp,2013,salaire_reference,1.085000,haute
rafp,2013,valeur_service,0.044210,haute
rafp,2014,salaire_reference,1.095850,haute
rafp,2014,valeur_service,0.044650,haute
rafp,2015,salaire_reference,1.145200,haute
rafp,2015,valeur_service,0.044650,haute
rafp,2016,salaire_reference,1.196700,haute
rafp,2016,valeur_service,0.044740,haute
rafp,2017,salaire_reference,1.200300,haute
rafp,2017,valeur_service,0.044870,haute
rafp,2018,salaire_reference,1.212300,haute
rafp,2018,valeur_service,0.045320,haute
rafp,2019,salaire_reference,1.231700,haute
rafp,2019,valeur_service,0.046050,haute
rafp,2020,salaire_reference,1.245200,haute
rafp,2020,valeur_service,0.046560,haute
rafp,2021,salaire_reference,1.245200,haute
rafp,2021,valeur_service,0.046750,haute
rci,2013,salaire_reference,17.309000,haute
rci,2013,valeur_service,1.177000,haute
rci,2014,salaire_reference,17.309000,haute
rci,2014,valeur_service,1.177000,haute
rci,2015,salaire_reference,17.324000,haute
rci,2015,valeur_service,1.178000,haute
rci,2016,salaire_reference,17.324000,haute
rci,2016,valeur_service,1.178000,haute
rci,2017,salaire_reference,17.456000,haute
rci,2017,valeur_service,1.187000,haute
rci,2018,salaire_reference,17.456000,haute
rci,2018,valeur_service,1.187000,haute
rci,2019,salaire_reference,17.515000,haute
rci,2019,valeur_service,1.191000,haute
rci,2020,salaire_reference,17.691000,haute
rci,2020,valeur_service,1.203000,haute
rci,2021,salaire_reference,17.765000,haute
rci,2021,valeur_service,1.208000,haute
rci,2022,salaire_reference,17.956000,haute
rci,2022,valeur_service,1.221000,haute
rci,2023,salaire_reference,19.394000,haute
rci,2023,valeur_service,1.280000,haute
unirs,1949,salaire_reference,0.450000,haute
unirs,1950,salaire_reference,0.550000,haute
unirs,1951,salaire_reference,0.700000,haute
unirs,1952,salaire_reference,0.800000,haute
unirs,1953,salaire_reference,0.800000,haute
unirs,1954,salaire_reference,0.850000,haute
unirs,1955,salaire_reference,0.950000,haute
unirs,1956,salaire_reference,1.000000,haute
unirs,1957,salaire_reference,1.070000,haute
unirs,1957,valeur_service,0.024392,haute
unirs,1958,salaire_reference,0.182939,haute
unirs,1958,valeur_service,0.025002,haute
unirs,1959,salaire_reference,0.193610,haute
unirs,1959,valeur_service,0.026831,haute
unirs,1960,salaire_reference,0.210380,haute
unirs,1960,valeur_service,0.027807,haute
unirs,1961,salaire_reference,0.227149,certifiee
unirs,1961,valeur_service,0.031344,certifiee
unirs,1962,salaire_reference,0.248492,certifiee
unirs,1962,valeur_service,0.033295,certifiee
unirs,1963,salaire_reference,0.271359,certifiee
unirs,1963,valeur_service,0.036405,certifiee
unirs,1964,salaire_reference,0.288129,certifiee
unirs,1964,valeur_service,0.039759,certifiee
unirs,1965,salaire_reference,0.303374,certifiee
unirs,1965,valeur_service,0.042198,certifiee
unirs,1966,salaire_reference,0.323192,certifiee
unirs,1966,valeur_service,0.044454,certifiee
unirs,1967,salaire_reference,0.336912,certifiee
unirs,1967,valeur_service,0.046954,certifiee
unirs,1968,salaire_reference,0.373500,certifiee
unirs,1968,valeur_service,0.048784,certifiee
unirs,1969,salaire_reference,0.408563,certifiee
unirs,1969,valeur_service,0.053662,certifiee
unirs,1970,salaire_reference,0.443627,certifiee
unirs,1970,valeur_service,0.058540,certifiee
unirs,1971,salaire_reference,0.490886,certifiee
unirs,1971,valeur_service,0.061894,certifiee
unirs,1972,salaire_reference,0.545767,certifiee
unirs,1972,valeur_service,0.069517,certifiee
unirs,1973,salaire_reference,0.618943,certifiee
unirs,1973,valeur_service,0.076834,certifiee
unirs,1974,salaire_reference,0.710412,certifiee
unirs,1974,valeur_service,0.087811,certifiee
unirs,1975,salaire_reference,0.797308,certifiee
unirs,1975,valeur_service,0.096958,certifiee
unirs,1976,salaire_reference,0.917743,certifiee
unirs,1976,valeur_service,0.117081,certifiee
unirs,1977,salaire_reference,1.016835,certifiee
unirs,1977,valeur_service,0.129582,certifiee
unirs,1978,salaire_reference,1.140319,certifiee
unirs,1978,valeur_service,0.142692,certifiee
unirs,1979,salaire_reference,1.282096,certifiee
unirs,1979,valeur_service,0.159462,certifiee
unirs,1980,salaire_reference,1.466560,certifiee
unirs,1980,valeur_service,0.185988,certifiee
unirs,1981,salaire_reference,1.651023,certifiee
unirs,1981,valeur_service,0.211599,certifiee
unirs,1982,salaire_reference,1.864451,certifiee
unirs,1982,valeur_service,0.239040,certifiee
unirs,1983,salaire_reference,2.051964,certifiee
unirs,1983,valeur_service,0.253065,certifiee
unirs,1984,salaire_reference,2.189168,certifiee
unirs,1984,valeur_service,0.272579,certifiee
unirs,1985,salaire_reference,2.353813,certifiee
unirs,1985,valeur_service,0.286604,certifiee
unirs,1986,salaire_reference,2.465101,certifiee
unirs,1986,valeur_service,0.296971,certifiee
unirs,1987,salaire_reference,2.570290,certifiee
unirs,1987,valeur_service,0.314045,certifiee
unirs,1988,salaire_reference,2.680054,certifiee
unirs,1988,valeur_service,0.317246,certifiee
unirs,1989,salaire_reference,2.806586,certifiee
unirs,1989,valeur_service,0.323802,certifiee
unirs,1990,salaire_reference,2.943791,certifiee
unirs,1990,valeur_service,0.341181,certifiee
unirs,1991,salaire_reference,3.074897,certifiee
unirs,1991,valeur_service,0.350633,certifiee
unirs,1992,salaire_reference,3.196094,certifiee
unirs,1992,valeur_service,0.363896,certifiee
unirs,1993,salaire_reference,3.304790,certifiee
unirs,1993,valeur_service,0.369780,certifiee
unirs,1994,salaire_reference,3.357690,certifiee
unirs,1994,valeur_service,0.369780,certifiee
unirs,1995,salaire_reference,3.414858,certifiee
unirs,1995,valeur_service,0.374232,certifiee
unirs,1996,salaire_reference,3.609535,certifiee
unirs,1996,valeur_service,0.379842,certifiee
unirs,1997,salaire_reference,3.815342,certifiee
unirs,1997,valeur_service,0.382876,certifiee
unirs,1998,salaire_reference,4.029075,certifiee
unirs,1998,valeur_service,0.387464,certifiee
